record_id,event_timestamp_utc,source_system,depot_id,depot_name,region,product_code,tank_id,pipeline_segment,flow_rate_lpm,pressure_psi,temperature_c,inventory_litres,pump_status,valve_status,api_weather_condition,api_temperature_c,scraped_market_price_usd_bbl,operator_shift,incident_flag,maintenance_required,ingested_at_utc,batch_id,quality_issue_type,missing_record_flag,null_record_flag,source_url,d_depot_name,source
OPS-03069,"2026-04-01 23:00:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,JET-A1,T15,Mombasa-Nairobi,1293.8,118.28,37.4,2487598.76,RUNNING,OPEN,"Heavy Rain",19.4,81.43,Night,0,0,2026-04-01T23:20:00Z,BATCH-20260401,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-03071,"2026-04-01 23:30:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,AGO,T14,Nairobi-Morendat,1101.63,79.45,21.0,2019814.54,RUNNING,OPEN,Cloudy,25.0,115.12,Night,0,0,2026-04-02T00:03:00Z,BATCH-20260401,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-03072,"2026-04-01 23:45:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",PMS,T14,Nairobi-Eldoret,1169.45,173.17,34.5,2684019.17,RUNNING,PARTIAL,"Heavy Rain",20.6,79.32,Night,0,0,2026-04-02T00:06:00Z,BATCH-20260401,VALID,0,0,https://ops.example.local/dpt003/pms,"Eldoret Depot",SQLite
OPS-03074,"2026-04-02 00:15:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,JET-A1,T13,Nairobi-Eldoret,946.43,49.73,30.3,166306.53,STOPPED,OPEN,"Light Rain",28.3,100.99,Day,0,0,2026-04-02T00:19:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-03075,"2026-04-02 00:30:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,AGO,T10,Eldoret-Kisumu,1034.73,138.47,27.5,2735722.77,RUNNING,OPEN,Clear,23.8,90.85,Day,0,0,2026-04-02T00:58:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/ago,"Mombasa Terminal",SQLite
OPS-03076,"2026-04-02 00:45:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T14,Eldoret-Kisumu,1048.87,134.86,25.0,1811314.3,RUNNING,OPEN,Clear,20.1,81.02,Day,0,0,2026-04-02T01:12:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-03077,"2026-04-02 01:00:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,AGO,T04,Eldoret-Kisumu,738.14,75.6,32.5,322931.01,RUNNING,OPEN,Cloudy,22.0,74.41,Day,0,0,2026-04-02T01:36:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-03078,"2026-04-02 01:15:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,IK,T18,Nairobi-Eldoret,713.77,139.0,21.0,1037994.07,RUNNING,OPEN,Cloudy,24.1,107.91,Day,0,0,2026-04-02T01:48:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-03079,"2026-04-02 01:30:00+00:00",SCADA,DPT004,"Kisumu Depot",Nyanza,AGO,T08,Nairobi-Eldoret,1033.84,144.21,32.2,506524.23,ALARM,OPEN,Cloudy,22.1,91.4,Day,0,0,2026-04-02T01:43:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-03080,"2026-04-02 01:45:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,AGO,T07,Nairobi-Eldoret,944.78,49.6,23.3,903801.02,STOPPED,OPEN,"Light Rain",17.5,76.01,Day,0,0,2026-04-02T01:51:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-03082,"2026-04-02 02:15:00+00:00",API,DPT006,"Morendat Training Hub",Central,IK,T08,Eldoret-Kisumu,446.39,73.44,21.3,1329329.3,STOPPED,PARTIAL,Cloudy,27.2,108.51,Day,0,0,2026-04-02T02:40:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-03084,"2026-04-02 02:45:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,IK,T13,Nairobi-Morendat,1260.36,159.03,29.9,431998.69,ALARM,OPEN,"Heavy Rain",33.5,95.04,Day,0,0,2026-04-02T03:14:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/ik,"Morendat Training Hub",SQLite
OPS-03085,"2026-04-02 03:00:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",PMS,T06,Nairobi-Morendat,1178.16,154.56,34.5,1527811.03,IDLE,CLOSED,Clear,30.2,88.19,Day,0,0,2026-04-02T03:09:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-03087,"2026-04-02 03:30:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T04,Eldoret-Kisumu,1184.89,182.02,29.9,1221467.33,RUNNING,OPEN,"Light Rain",25.5,93.34,Day,0,0,2026-04-02T03:41:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-03088,"2026-04-02 03:45:00+00:00",API,DPT002,"Mombasa Terminal",Coast,PMS,T18,Mombasa-Nairobi,509.15,111.44,20.8,955769.38,RUNNING,CLOSED,"Heavy Rain",25.4,80.1,Day,0,0,2026-04-02T04:25:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-03089,"2026-04-02 04:00:00+00:00",API,DPT006,"Morendat Training Hub",Central,PMS,T13,Nairobi-Morendat,812.55,169.51,33.3,1673720.23,RUNNING,OPEN,"Heavy Rain",18.2,96.57,Day,0,0,2026-04-02T04:32:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03091,"2026-04-02 04:30:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,AGO,T03,Mombasa-Nairobi,1044.74,177.78,23.4,1213066.2,RUNNING,OPEN,Cloudy,18.5,108.99,Day,0,0,2026-04-02T04:50:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/ago,"Nairobi Terminal",SQLite
OPS-03092,"2026-04-02 04:45:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,JET-A1,T01,Eldoret-Kisumu,920.64,69.14,20.4,1026732.73,RUNNING,OPEN,Clear,30.4,94.31,Day,0,0,2026-04-02T04:50:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-03093,"2026-04-02 05:00:00+00:00",SQL_DB,DPT001,"Nairobi Terminal",Central,JET-A1,T07,Nairobi-Morendat,1331.96,112.32,17.9,896141.83,RUNNING,OPEN,Windy,28.2,109.54,Day,0,0,2026-04-02T05:05:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/jet-a1,"Nairobi Terminal",SQLite
OPS-03094,"2026-04-02 05:15:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T01,Nairobi-Eldoret,531.73,105.86,21.2,1307848.49,RUNNING,OPEN,Cloudy,17.6,75.35,Day,0,0,2026-04-02T05:28:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-03095,"2026-04-02 05:30:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",AGO,T15,Mombasa-Nairobi,1132.73,121.97,29.7,484710.73,RUNNING,OPEN,Cloudy,26.7,73.22,Day,0,0,2026-04-02T05:36:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-03096,"2026-04-02 05:45:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",IK,T09,Nairobi-Eldoret,793.42,49.52,30.5,1219178.2,RUNNING,PARTIAL,"Heavy Rain",16.8,94.14,Day,0,0,2026-04-02T06:25:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/ik,"Eldoret Depot",SQLite
OPS-03097,"2026-04-02 06:00:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T02,Mombasa-Nairobi,496.85,184.17,18.9,1072640.47,RUNNING,OPEN,Windy,24.6,107.65,Day,0,0,2026-04-02T06:16:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-03098,"2026-04-02 06:15:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T16,Nairobi-Morendat,1238.0,52.93,35.3,1390711.73,RUNNING,OPEN,Windy,32.8,105.63,Day,0,0,2026-04-02T06:40:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03099,"2026-04-02 06:30:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,PMS,T14,Eldoret-Kisumu,785.83,68.13,23.0,1411417.93,RUNNING,OPEN,Cloudy,17.7,91.35,Day,0,0,2026-04-02T06:43:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-03100,"2026-04-02 06:45:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,AGO,T16,Nairobi-Eldoret,1019.82,166.98,18.7,1402300.4,IDLE,PARTIAL,Cloudy,18.4,113.1,Day,0,0,2026-04-02T07:01:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-03101,"2026-04-02 07:00:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",AGO,T09,Mombasa-Nairobi,806.82,120.84,18.5,1643975.53,ALARM,OPEN,"Heavy Rain",18.6,97.48,Day,0,0,2026-04-02T07:37:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-03102,"2026-04-02 07:15:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,JET-A1,T05,Eldoret-Kisumu,858.52,171.16,22.6,595625.87,RUNNING,OPEN,Windy,29.5,73.32,Day,0,0,2026-04-02T07:55:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-03107,"2026-04-02 08:30:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T13,Nairobi-Eldoret,602.39,144.68,37.8,234975.32,STOPPED,OPEN,"Light Rain",22.6,72.03,Evening,0,0,2026-04-02T08:41:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-03108,"2026-04-02 08:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,PMS,T05,Nairobi-Morendat,1066.23,165.93,22.6,1562023.08,RUNNING,OPEN,Windy,33.5,78.45,Evening,0,0,2026-04-02T09:19:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-03109,"2026-04-02 09:00:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",AGO,T17,Mombasa-Nairobi,1297.69,173.54,37.4,1591806.6,IDLE,OPEN,Windy,33.1,102.33,Evening,0,0,2026-04-02T09:13:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-03110,"2026-04-02 09:15:00+00:00",SCADA,DPT004,"Kisumu Depot",Nyanza,JET-A1,T07,Nairobi-Eldoret,896.57,129.45,37.1,1391095.62,RUNNING,OPEN,"Heavy Rain",20.5,72.67,Evening,0,0,2026-04-02T09:24:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-03111,"2026-04-02 09:30:00+00:00",API,DPT006,"Morendat Training Hub",Central,PMS,T06,Eldoret-Kisumu,800.45,103.75,25.8,2120373.29,RUNNING,OPEN,"Heavy Rain",17.1,84.32,Evening,0,0,2026-04-02T09:55:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03112,"2026-04-02 09:45:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,IK,T04,Eldoret-Kisumu,1142.6,172.87,22.1,2035030.75,RUNNING,OPEN,"Heavy Rain",17.2,113.33,Evening,0,0,2026-04-02T10:16:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-03113,"2026-04-02 10:00:00+00:00",SCADA,DPT005,"Nakuru Depot","Rift Valley",AGO,T08,Eldoret-Kisumu,1145.05,57.58,35.4,310367.02,IDLE,OPEN,Windy,23.5,111.52,Evening,0,0,2026-04-02T10:30:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ago,"Nakuru Depot",SQLite
OPS-03114,"2026-04-02 10:15:00+00:00",SQL_DB,DPT004,"Kisumu Depot",Nyanza,JET-A1,T01,Mombasa-Nairobi,702.74,85.78,24.9,1111415.38,STOPPED,OPEN,Cloudy,21.1,74.61,Evening,0,0,2026-04-02T10:55:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/jet-a1,"Kisumu Depot",SQLite
OPS-03115,"2026-04-02 10:30:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,PMS,T05,Nairobi-Eldoret,535.44,111.28,18.1,1821716.68,STOPPED,PARTIAL,Clear,21.1,111.58,Evening,0,0,2026-04-02T11:09:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
OPS-03116,"2026-04-02 10:45:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T01,Nairobi-Morendat,1243.46,57.94,29.4,704578.58,RUNNING,PARTIAL,"Heavy Rain",31.5,80.38,Evening,0,0,2026-04-02T11:08:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-03118,"2026-04-02 11:15:00+00:00",WEB_SCRAPE,DPT001,"Nairobi Terminal",Central,PMS,T07,Eldoret-Kisumu,1340.46,158.08,27.5,2364562.01,RUNNING,OPEN,Cloudy,24.6,74.83,Evening,0,0,2026-04-02T11:42:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-03119,"2026-04-02 11:30:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",JET-A1,T09,Nairobi-Eldoret,1268.27,168.21,25.5,1648237.0,RUNNING,OPEN,"Heavy Rain",23.5,114.99,Evening,1,0,2026-04-02T12:06:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/jet-a1,"Nakuru Depot",SQLite
OPS-03120,"2026-04-02 11:45:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",IK,T14,Nairobi-Eldoret,1111.06,68.66,23.3,1122411.35,RUNNING,OPEN,Cloudy,20.7,91.41,Evening,0,0,2026-04-02T12:07:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-03121,"2026-04-02 12:00:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,AGO,T06,Nairobi-Morendat,923.03,66.85,17.8,2374519.82,RUNNING,OPEN,Cloudy,21.5,106.1,Evening,0,0,2026-04-02T12:31:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/ago,"Kisumu Depot",SQLite
OPS-03122,"2026-04-02 12:15:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,PMS,T06,Nairobi-Eldoret,899.9,130.1,24.7,438423.58,STOPPED,OPEN,Windy,26.2,112.25,Evening,0,0,2026-04-02T12:33:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03123,"2026-04-02 12:30:00+00:00",API,DPT005,"Nakuru Depot","Rift Valley",PMS,T10,Eldoret-Kisumu,503.07,82.13,36.2,382881.36,STOPPED,OPEN,Clear,20.6,99.51,Evening,0,0,2026-04-02T12:52:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/pms,"Nakuru Depot",SQLite
OPS-03124,"2026-04-02 12:45:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,AGO,T08,Nairobi-Eldoret,664.5,62.41,27.2,336238.16,RUNNING,PARTIAL,Clear,24.7,90.37,Evening,0,0,2026-04-02T13:10:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/ago,"Mombasa Terminal",SQLite
OPS-03125,"2026-04-02 13:00:00+00:00",WEB_SCRAPE,DPT004,"Kisumu Depot",Nyanza,IK,T13,Nairobi-Eldoret,936.91,67.64,19.5,2116197.16,RUNNING,PARTIAL,"Heavy Rain",26.9,94.65,Evening,0,0,2026-04-02T13:21:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-03126,"2026-04-02 13:15:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T05,Mombasa-Nairobi,463.31,86.14,33.5,1864536.4,STOPPED,OPEN,Cloudy,31.3,79.71,Evening,0,0,2026-04-02T13:54:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-03127,"2026-04-02 13:30:00+00:00",API,DPT006,"Morendat Training Hub",Central,JET-A1,T03,Eldoret-Kisumu,957.76,46.17,29.9,2016288.21,IDLE,CLOSED,Clear,18.7,115.34,Evening,0,0,2026-04-02T14:06:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/jet-a1,"Morendat Training Hub",SQLite
OPS-03128,"2026-04-02 13:45:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T13,Nairobi-Eldoret,1159.51,85.11,29.6,1431698.71,RUNNING,OPEN,Windy,32.1,76.79,Evening,0,0,2026-04-02T13:50:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03129,"2026-04-02 14:00:00+00:00",SQL_DB,DPT002,"Mombasa Terminal",Coast,AGO,T08,Nairobi-Eldoret,1126.93,56.25,17.8,2899921.16,RUNNING,OPEN,Windy,29.9,107.26,Evening,0,0,2026-04-02T14:28:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/ago,"Mombasa Terminal",SQLite
OPS-03130,"2026-04-02 14:15:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,AGO,T17,Eldoret-Kisumu,932.67,114.84,31.0,2522336.15,STOPPED,OPEN,Windy,19.0,97.51,Evening,0,0,2026-04-02T14:19:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/ago,"Morendat Training Hub",SQLite
OPS-03131,"2026-04-02 14:30:00+00:00",SQL_DB,DPT005,"Nakuru Depot","Rift Valley",IK,T12,Nairobi-Eldoret,1263.25,155.84,33.1,1914552.39,RUNNING,OPEN,"Heavy Rain",24.4,80.34,Evening,0,0,2026-04-02T14:43:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-03132,"2026-04-02 14:45:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T11,Mombasa-Nairobi,961.29,155.24,33.0,2401411.41,RUNNING,OPEN,"Heavy Rain",18.1,79.4,Evening,0,1,2026-04-02T14:52:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-03133,"2026-04-02 15:00:00+00:00",API,DPT001,"Nairobi Terminal",Central,IK,T10,Mombasa-Nairobi,1073.4,125.87,20.3,502629.53,IDLE,OPEN,"Heavy Rain",19.9,89.93,Evening,0,0,2026-04-02T15:13:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/ik,"Nairobi Terminal",SQLite
OPS-03137,"2026-04-02 16:00:00+00:00",SCADA,DPT001,"Nairobi Terminal",Central,PMS,T02,Mombasa-Nairobi,518.45,123.66,23.0,755407.02,RUNNING,OPEN,Cloudy,21.9,91.46,Night,0,0,2026-04-02T16:27:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-03138,"2026-04-02 16:15:00+00:00",WEB_SCRAPE,DPT005,"Nakuru Depot","Rift Valley",IK,T18,Mombasa-Nairobi,930.04,87.67,34.6,169033.26,RUNNING,OPEN,Windy,29.5,88.51,Night,0,0,2026-04-02T16:55:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt005/ik,"Nakuru Depot",SQLite
OPS-03139,"2026-04-02 16:30:00+00:00",API,DPT001,"Nairobi Terminal",Central,PMS,T10,Mombasa-Nairobi,1248.15,82.14,30.2,698378.22,RUNNING,OPEN,"Heavy Rain",17.6,111.19,Night,0,0,2026-04-02T16:35:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-03140,"2026-04-02 16:45:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T15,Eldoret-Kisumu,1095.96,79.89,35.4,1335877.68,RUNNING,OPEN,Windy,23.1,78.71,Night,0,0,2026-04-02T17:04:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-03141,"2026-04-02 17:00:00+00:00",API,DPT003,"Eldoret Depot","Rift Valley",AGO,T01,Nairobi-Morendat,1091.92,175.72,31.2,402416.28,RUNNING,OPEN,Clear,25.5,110.68,Night,1,0,2026-04-02T17:04:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-03142,"2026-04-02 17:15:00+00:00",WEB_SCRAPE,DPT003,"Eldoret Depot","Rift Valley",JET-A1,T09,Mombasa-Nairobi,647.72,60.8,17.1,1188320.58,RUNNING,PARTIAL,Cloudy,23.1,84.04,Night,0,1,2026-04-02T17:41:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/jet-a1,"Eldoret Depot",SQLite
OPS-03143,"2026-04-02 17:30:00+00:00",SQL_DB,DPT003,"Eldoret Depot","Rift Valley",AGO,T12,Eldoret-Kisumu,535.65,118.5,33.2,629498.11,RUNNING,PARTIAL,Cloudy,23.7,94.4,Night,0,0,2026-04-02T18:00:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt003/ago,"Eldoret Depot",SQLite
OPS-03145,"2026-04-02 18:00:00+00:00",API,DPT002,"Mombasa Terminal",Coast,IK,T11,Nairobi-Morendat,1301.48,74.9,19.5,1828888.99,RUNNING,CLOSED,"Heavy Rain",19.3,98.12,Night,0,0,2026-04-02T18:05:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-03146,"2026-04-02 18:15:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,PMS,T17,Nairobi-Eldoret,535.52,58.64,24.3,940651.17,RUNNING,OPEN,"Light Rain",25.0,81.56,Night,0,1,2026-04-02T18:28:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03147,"2026-04-02 18:30:00+00:00",API,DPT002,"Mombasa Terminal",Coast,IK,T02,Nairobi-Eldoret,1347.32,95.62,32.8,440128.51,RUNNING,OPEN,Windy,29.8,82.81,Night,0,0,2026-04-02T18:37:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-03148,"2026-04-02 18:45:00+00:00",API,DPT004,"Kisumu Depot",Nyanza,IK,T05,Eldoret-Kisumu,854.62,157.18,22.0,2362775.84,RUNNING,PARTIAL,Cloudy,18.8,81.13,Night,0,0,2026-04-02T19:15:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt004/ik,"Kisumu Depot",SQLite
OPS-03149,"2026-04-02 19:00:00+00:00",SQL_DB,DPT006,"Morendat Training Hub",Central,PMS,T11,Eldoret-Kisumu,730.21,65.17,30.1,1926812.46,RUNNING,OPEN,Clear,33.9,105.48,Night,0,0,2026-04-02T19:06:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03150,"2026-04-02 19:15:00+00:00",SCADA,DPT006,"Morendat Training Hub",Central,PMS,T11,Mombasa-Nairobi,1281.63,91.77,26.1,2757915.37,RUNNING,OPEN,"Heavy Rain",16.9,83.2,Night,0,0,2026-04-02T19:45:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03151,"2026-04-02 19:30:00+00:00",WEB_SCRAPE,DPT001,"Nairobi Terminal",Central,PMS,T03,Mombasa-Nairobi,507.16,53.22,22.8,508363.49,RUNNING,OPEN,Windy,28.3,109.74,Night,0,0,2026-04-02T19:54:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt001/pms,"Nairobi Terminal",SQLite
OPS-03152,"2026-04-02 19:45:00+00:00",WEB_SCRAPE,DPT002,"Mombasa Terminal",Coast,IK,T16,Eldoret-Kisumu,1280.82,61.1,25.3,1969564.45,RUNNING,OPEN,Cloudy,16.2,99.04,Night,0,0,2026-04-02T19:49:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/ik,"Mombasa Terminal",SQLite
OPS-03153,"2026-04-02 20:00:00+00:00",SCADA,DPT002,"Mombasa Terminal",Coast,JET-A1,T08,Nairobi-Morendat,687.3,168.24,22.8,1954974.83,RUNNING,OPEN,"Light Rain",19.4,106.3,Night,0,1,2026-04-02T20:10:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/jet-a1,"Mombasa Terminal",SQLite
OPS-03154,"2026-04-02 20:15:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T02,Nairobi-Eldoret,516.36,119.54,37.6,1615910.6,RUNNING,OPEN,Cloudy,26.2,98.67,Night,0,0,2026-04-02T20:45:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03155,"2026-04-02 20:30:00+00:00",WEB_SCRAPE,DPT006,"Morendat Training Hub",Central,PMS,T02,Mombasa-Nairobi,1189.26,100.68,34.1,2389167.83,ALARM,OPEN,"Light Rain",33.6,82.55,Night,0,0,2026-04-02T21:00:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt006/pms,"Morendat Training Hub",SQLite
OPS-03156,"2026-04-02 20:45:00+00:00",API,DPT002,"Mombasa Terminal",Coast,PMS,T17,Eldoret-Kisumu,1118.97,147.13,31.3,1607974.39,RUNNING,OPEN,Clear,22.8,103.26,Night,0,0,2026-04-02T21:04:00Z,BATCH-20260402,VALID,0,0,https://ops.example.local/dpt002/pms,"Mombasa Terminal",SQLite
